"health_pc" "gdp_pc" "OECD"
"54" 131.806257514691 851.681253062019 0
"55" 62.6389747954885 877.267267540189 0
"56" 103.084933680113 914.242511602741 0
"57" 53.004063586283 929.927779986114 0
"58" 48.4938480726254 1050.5235375882 0
"59" 65.2325810053531 1145.04219490377 0
"60" 87.3454231296477 1204.56856139545 0
"61" 80.9301537300442 1216.06840237247 0
"62" 88.4597310550444 1221.83005489776 0
"63" 77.9049943242787 1222.83493591846 0
"64" 194.263669141871 1230.68606845479 0
"65" 88.6603109424788 1243.98987004994 0
"66" 98.4200147492156 1473.32491344931 0
"67" 41.2566926894062 1533.1971768954 0
"68" 55.8705247628824 1551.36099429126 0
"69" 108.692789129208 1554.60707192248 0
"70" 134.246573283926 1602.47997298119 0
"71" 98.7380638122821 1683.18869616504 0
"72" 135.816472319923 1716.79428907444 0
"73" 77.3952723383749 1719.19704892122 0
"74" 172.591455282188 1784.10054571245 0
"75" 73.8855462868465 1885.574771964 0
"76" 103.719813285307 1969.00644012327 0
"77" 102.364629334697 2002.25505105031 0
"78" 81.768859906449 2056.09729439922 0
"79" 99.9944868944502 2073.75361082221 0
"80" 115.081193815898 2079.85012941604 0
"81" 130.971799236238 2092.1213144088 0
"82" 133.851220548861 2138.75947171931 0
"83" 195.442285395882 2337.15706770943 0
"84" 100.248689248588 2391.53104423715 0
"85" 262.409815280577 2527.49431016814 0
"86" 125.762319851331 2536.2330663738 0
"87" 129.662554257488 2722.94450509264 0
"88" 388.11781054519 2960.48980021667 0
"89" 82.7251986692377 2998.69505790518 0
"90" 196.952135084416 3127.93561946234 0
"91" 214.329998056896 3134.1743229151 0
"92" 151.02073525108 3325.39110757912 0
"93" 173.341530259055 3408.75445436483 0
"94" 293.81379940157 3419.11398827051 0
"95" 189.05968694808 3490.16316052163 0
"96" 357.11970588941 3510.577351422 0
"97" 136.315931351443 3548.75765902065 0
"98" 339.978231732386 3592.58340328971 0
"99" 158.636325351351 3726.80134554091 0
"100" 235.913801953478 3735.61434251832 0
"101" 388.837515696699 3813.61434285073 0
"102" 207.360288572476 3863.28107975242 0
"103" 171.301239513898 4161.67565773452 0
"104" 190.812508327455 4268.94406711676 0
"105" 303.475249026112 4279.5765731316 0
"106" 133.090728844761 4302.76240655689 0
"107" 422.206371325508 4376.32163328648 0
"108" 336.814285773889 4469.22678226356 0
"109" 472.733770719087 4524.76787976304 0
"110" 598.221520040853 4750.51563368584 0
"111" 298.367317009235 4764.19711665916 0
"112" 262.548856364535 5194.66949813373 0
"113" 458.300327289156 5404.59807975255 0
"114" 644.175871367362 5502.97264523758 0
"115" 728.232510952568 5599.16555876436 0
"116" 305.398500337565 5758.22541855117 0
"117" 595.249874135285 5963.46812555697 0
"118" 259.895119407855 6586.27128675196 0
"119" 598.588473209278 6638.76147577773 0
"120" 223.690163006808 6785.11370491119 0
"121" 600.490369631687 7439.69692895258 0
"122" 1138.65943644771 7737.38784440116 0
"123" 760.677832976408 7893.21029362236 0
"124" 235.228566123544 8262.81824501704 0
"125" 608.367170613114 8524.46796374422 0
"126" 600.774535551412 9317.30049426044 0
"127" 604.623826174051 9409.41990337992 0
"128" 749.569330829849 10506.2608274622 0
"129" 818.881021289739 10585.9281941819 0
"130" 638.736776677865 10894.3350456394 0
"131" 911.834606499871 10923.3833408723 0
"132" 599.647443682669 11105.8238821595 0
"133" 1253.57654419082 11886.0434681289 0
"134" 748.136511175194 12293.4849532015 0
"135" 1598.37244137237 12886.3812818018 0
"136" 1417.36727557012 13115.448093461 0
"137" 559.293072744266 13323.4903616981 0
"138" 323.359311651253 13987.7847337134 0
"139" 1079.90067950783 14157.0527435686 0
"140" 904.111009421359 14868.5722855456 0
"141" 1566.26232916332 14882.6463788248 0
"142" 1586.4648552027 14948.7968725819 0
"143" 666.815571688304 15766.3363732454 0
"144" 1039.97357748856 15880.3264231963 0
"145" 2284.89087458478 15954.3265171135 0
"146" 1793.6410335128 17569.9313212766 0
"147" 746.648092014673 18015.1613321316 0
"148" 979.701195612133 18030.8579793128 0
"149" 1720.63799883171 18785.2688539946 0
"150" 2258.58516156937 19409.264686813 0
"151" 1400.17867296522 19534.9131911051 0
"152" 675.606923706946 19892.5165050847 0
"153" 1440.1303253257 20353.6243310704 0
"154" 2270.03172994696 20432.7892690379 0
"155" 1084.88703894964 21098.0031426475 0
"156" 1072.25193707231 21839.0843961338 0
"157" 2393.51113280426 24169.8361560099 0
"158" 1816.13633806811 25167.4154145909 0
"159" 2104.79038808635 25984.7757222651 0
"160" 1584.43040920224 27963.0042280001 0
"161" 3745.71699367805 27968.2480181475 0
"162" 3846.80811828591 29730.5765479363 0
"163" 1604.76365460569 29810.4095928831 0
"164" 2340.06327768753 31013.3434695872 0
"165" 693.882336624313 32322.9090418833 0
"166" 3531.95425944089 33744.0388194584 0
"167" 1154.43375439912 35157.7984100626 0
"168" 3824.79409294304 35871.7261985006 0
"169" 812.405825167543 37049.1244920116 0
"170" 1790.05209184367 40538.199252952 0
"171" 1603.58976783252 49020.8011363817 0
"172" 2018.27809771681 66171.1601683766 0
"173" 1669.03350774475 73130.4418334154 0
"174" 2440.6019776245 80017.4488101229 0
"175" 3714.5023825113 97733.5326776244 0
"176" 6634.24400627789 98715.7710107605 0
"177" 2697.28232826851 133252.352945531 0
